lat,lon,day_of_year,sst,ssh,sss,temp_50m,temp_100m,temp_200m,temp_500m,is_synthetic,source_region
-3.03,41.51,103,31.11,0.766,34.71,29.84,27.21,22.96,17.0,True,Wider Indian Ocean (buffer around India)
8.2,75.7,26,29.65,0.743,35.04,28.65,25.55,21.35,15.63,True,Arabian Sea
21.87,85.48,23,28.06,0.797,34.79,27.03,24.36,21.0,15.47,True,Bay of Bengal
17.92,94.3,23,28.56,0.763,34.74,27.55,24.3,20.1,14.36,True,Bay of Bengal
18.31,70.91,305,26.96,0.718,35.16,26.12,23.34,19.23,13.47,True,Wider Indian Ocean (buffer around India)
16.23,68.19,306,27.0,0.699,35.09,26.02,22.76,19.3,13.71,True,Arabian Sea
17.58,76.59,313,28.15,0.682,35.16,27.16,24.44,20.05,14.73,True,Arabian Sea
10.66,95.49,292,27.45,0.67,34.67,26.61,24.06,19.93,15.3,True,Wider Indian Ocean (buffer around India)
6.33,86.87,150,30.08,0.765,34.93,28.91,25.79,21.17,15.6,True,Wider Indian Ocean (buffer around India)
1.0,75.06,101,31.16,0.809,34.96,30.05,27.26,22.62,17.65,True,Wider Indian Ocean (buffer around India)
14.07,61.22,159,28.58,0.748,34.95,27.65,24.9,20.46,14.96,True,Arabian Sea
24.41,46.22,88,29.3,0.761,34.76,28.71,25.61,21.81,16.04,True,Wider Indian Ocean (buffer around India)
12.75,84.81,92,29.96,0.746,35.05,29.15,27.14,23.49,18.25,True,Bay of Bengal
11.41,89.9,10,28.81,0.711,34.89,27.74,25.27,21.14,15.75,True,Bay of Bengal
8.17,76.6,295,27.89,0.642,35.06,26.48,23.31,19.38,14.02,True,Arabian Sea
12.79,96.8,291,27.16,0.685,34.68,26.03,23.56,19.35,13.29,True,Bay of Bengal
21.19,72.43,283,26.34,0.711,35.17,25.49,22.86,18.39,12.44,True,Arabian Sea
9.56,93.04,137,29.72,0.729,34.7,28.76,25.81,21.57,15.72,True,Bay of Bengal
21.27,60.21,88,28.8,0.714,34.95,27.89,25.21,21.42,15.69,True,Arabian Sea
17.16,94.72,98,29.29,0.734,34.84,28.13,25.42,21.31,15.84,True,Bay of Bengal
20.47,63.16,47,28.56,0.775,35.08,27.81,25.24,20.74,15.11,True,Arabian Sea
19.43,96.17,107,29.15,0.749,34.75,28.0,25.28,21.6,15.65,True,Bay of Bengal
14.7,93.56,163,28.96,0.736,34.75,28.01,24.67,21.26,16.19,True,Bay of Bengal
21.94,86.78,279,26.71,0.634,34.77,25.97,22.78,19.36,14.11,True,Bay of Bengal
19.17,68.65,110,28.9,0.768,35.27,27.62,24.48,19.93,14.37,True,Arabian Sea
14.54,69.77,37,29.28,0.842,35.07,28.29,25.59,21.61,16.11,True,Arabian Sea
22.98,73.91,342,27.34,0.713,35.11,26.85,23.74,19.24,13.34,True,Arabian Sea
17.51,68.79,59,28.86,0.725,35.27,28.06,24.98,20.94,15.51,True,Arabian Sea
8.12,75.23,325,28.39,0.742,35.17,27.4,25.26,21.09,15.52,True,Arabian Sea
10.52,65.47,199,28.64,0.719,35.22,27.53,25.04,20.3,14.51,True,Arabian Sea
22.98,61.71,126,28.66,0.753,35.0,28.12,25.34,21.07,15.92,True,Arabian Sea
14.21,61.62,60,29.6,0.777,35.04,28.53,25.32,21.0,15.78,True,Arabian Sea
-6.79,59.9,18,30.35,0.797,35.22,29.14,25.74,21.76,16.0,True,Wider Indian Ocean (buffer around India)
17.35,67.25,187,28.13,0.633,34.97,27.04,24.37,19.82,14.64,True,Wider Indian Ocean (buffer around India)
20.04,84.35,71,29.36,0.768,34.93,28.54,25.37,21.04,15.64,True,Bay of Bengal
24.92,45.78,89,28.46,0.756,34.6,27.76,24.98,20.86,15.31,True,Wider Indian Ocean (buffer around India)
20.49,78.94,308,27.31,0.746,35.03,26.72,23.75,19.77,14.69,True,Wider Indian Ocean (buffer around India)
12.3,94.18,241,27.64,0.719,34.55,26.78,23.88,19.18,13.24,True,Bay of Bengal
-4.87,60.59,194,30.02,0.76,35.01,28.84,25.9,21.97,16.69,True,Wider Indian Ocean (buffer around India)
9.2,99.54,125,29.73,0.813,34.45,28.8,26.03,22.03,16.76,True,Bay of Bengal
-8.3,97.96,173,30.32,0.74,34.5,28.58,25.78,22.17,16.48,True,Wider Indian Ocean (buffer around India)
20.82,65.14,308,27.06,0.677,35.18,26.25,23.92,19.68,14.42,True,Arabian Sea
23.14,64.34,305,26.18,0.647,35.16,25.55,22.28,18.25,12.51,True,Arabian Sea
20.6,69.96,96,29.25,0.763,35.14,28.34,25.15,21.5,15.95,True,Arabian Sea
12.71,80.47,84,29.68,0.842,34.95,28.9,25.92,21.47,15.57,True,Bay of Bengal
3.73,82.83,97,30.69,0.77,34.91,29.83,26.71,21.89,16.42,True,Wider Indian Ocean (buffer around India)
23.33,68.51,226,27.02,0.684,35.07,26.14,23.21,19.27,13.6,True,Arabian Sea
15.85,61.91,355,28.51,0.718,35.14,27.71,25.12,21.04,15.39,True,Arabian Sea
18.19,44.75,162,28.67,0.655,34.65,27.95,24.95,20.37,14.77,True,Wider Indian Ocean (buffer around India)
13.9,90.69,166,28.63,0.772,34.9,27.3,24.38,19.88,14.42,True,Bay of Bengal
-6.99,65.0,173,30.23,0.773,34.94,28.63,25.93,21.51,15.4,True,Wider Indian Ocean (buffer around India)
5.47,90.42,365,28.88,0.806,34.61,27.7,24.45,20.46,15.32,True,Bay of Bengal
21.41,75.42,200,26.92,0.647,35.01,25.81,23.37,18.94,13.27,True,Arabian Sea
12.07,91.11,225,27.82,0.66,34.92,26.67,23.92,19.94,14.01,True,Bay of Bengal
10.79,60.39,313,27.83,0.643,35.09,26.73,23.68,19.46,14.08,True,Arabian Sea
20.35,76.74,128,28.53,0.746,35.0,27.88,24.72,20.6,15.42,True,Arabian Sea
18.59,97.97,322,27.09,0.663,34.85,26.22,23.7,19.93,14.4,True,Bay of Bengal
17.7,61.6,166,28.63,0.744,34.99,27.74,24.76,20.95,15.9,True,Arabian Sea
-5.58,56.72,104,31.01,0.786,34.92,29.57,26.21,22.11,16.81,True,Wider Indian Ocean (buffer around India)
19.25,87.09,35,28.49,0.682,35.03,27.45,24.7,20.2,14.53,True,Bay of Bengal
7.96,76.34,218,28.7,0.738,35.23,27.58,24.41,20.53,14.94,True,Wider Indian Ocean (buffer around India)
12.12,51.26,118,29.81,0.789,34.71,28.44,25.49,21.54,15.81,True,Wider Indian Ocean (buffer around India)
7.88,75.81,202,28.27,0.783,35.14,27.03,23.76,19.84,14.04,True,Wider Indian Ocean (buffer around India)
-3.99,54.83,23,30.36,0.855,34.86,29.01,26.47,22.47,16.59,True,Wider Indian Ocean (buffer around India)
12.3,89.17,204,28.37,0.759,34.76,27.09,23.81,19.4,14.33,True,Bay of Bengal
11.73,96.27,325,27.99,0.716,34.66,27.07,24.1,19.85,14.7,True,Bay of Bengal
8.35,48.89,4,29.05,0.684,34.8,27.81,25.13,21.27,15.9,True,Wider Indian Ocean (buffer around India)
19.61,85.84,13,28.91,0.731,35.07,28.31,25.8,21.08,15.29,True,Wider Indian Ocean (buffer around India)
18.43,63.03,322,27.18,0.719,35.01,26.37,23.68,19.75,13.96,True,Arabian Sea
18.02,73.87,229,26.98,0.713,35.1,25.8,22.84,17.89,12.54,True,Arabian Sea
9.83,91.22,334,28.06,0.709,34.86,26.93,24.39,20.5,14.93,True,Bay of Bengal
23.09,79.86,52,29.3,0.731,35.03,28.28,25.39,20.79,14.88,True,Wider Indian Ocean (buffer around India)
-4.81,77.3,142,30.74,0.828,35.04,29.39,26.31,22.32,17.08,True,Wider Indian Ocean (buffer around India)
15.46,75.98,362,28.39,0.766,35.18,27.05,24.13,20.1,15.01,True,Arabian Sea
19.17,99.91,50,28.85,0.722,34.58,27.9,24.99,20.74,15.34,True,Bay of Bengal
18.49,83.15,306,26.97,0.662,34.93,26.33,23.7,19.57,13.63,True,Bay of Bengal
7.69,80.45,336,28.62,0.753,35.02,27.42,24.05,21.0,15.09,True,Bay of Bengal
7.48,80.67,211,28.95,0.734,34.77,27.79,24.9,20.4,14.67,True,Bay of Bengal
-2.91,81.61,183,30.0,0.822,34.97,28.71,25.65,21.55,15.53,True,Wider Indian Ocean (buffer around India)
11.85,63.01,35,28.82,0.736,34.97,28.18,25.19,20.91,15.09,True,Arabian Sea
5.75,92.64,349,29.09,0.764,34.69,27.82,24.44,20.37,15.03,True,Bay of Bengal
12.65,64.11,293,27.13,0.703,34.99,25.78,22.56,17.76,12.52,True,Arabian Sea
24.73,70.34,260,27.17,0.7,35.22,26.17,23.68,19.73,14.6,True,Wider Indian Ocean (buffer around India)
22.35,76.15,352,27.23,0.71,35.15,26.01,23.71,19.13,13.51,True,Arabian Sea
-3.08,78.94,214,29.53,0.778,34.99,28.35,25.51,21.27,15.71,True,Wider Indian Ocean (buffer around India)
20.46,67.96,322,26.84,0.738,35.03,26.11,22.85,18.82,13.17,True,Arabian Sea
-0.32,76.17,286,28.54,0.799,34.9,27.52,25.29,21.47,16.35,True,Wider Indian Ocean (buffer around India)
18.4,70.19,105,29.17,0.728,35.22,28.36,25.17,21.14,15.5,True,Arabian Sea
13.46,82.36,349,27.77,0.657,34.96,26.68,23.62,20.04,14.46,True,Bay of Bengal
2.87,81.46,232,28.95,0.731,34.87,27.61,24.41,20.15,14.18,True,Wider Indian Ocean (buffer around India)
15.05,45.71,221,27.13,0.66,34.82,26.19,23.5,19.56,14.49,True,Wider Indian Ocean (buffer around India)
1.71,82.24,102,30.59,0.874,34.96,29.45,26.58,22.52,17.14,True,Wider Indian Ocean (buffer around India)
4.6,68.13,192,29.45,0.746,35.17,28.24,25.43,21.44,15.62,True,Wider Indian Ocean (buffer around India)
7.96,94.0,23,29.43,0.819,34.74,28.28,25.82,20.99,15.42,True,Bay of Bengal
5.35,91.59,218,28.21,0.65,34.66,27.08,24.77,20.58,15.55,True,Bay of Bengal
8.48,87.2,288,27.75,0.666,34.83,26.59,23.76,20.09,14.2,True,Bay of Bengal
7.28,92.0,116,29.75,0.793,34.92,28.54,25.15,21.41,15.29,True,Bay of Bengal
8.93,69.16,84,29.34,0.809,35.18,28.28,24.96,20.79,13.97,True,Arabian Sea
8.72,74.51,121,30.31,0.738,35.1,29.31,26.49,21.91,16.34,True,Arabian Sea
-3.84,88.6,306,28.69,0.724,34.81,27.01,23.73,19.37,13.9,True,Wider Indian Ocean (buffer around India)
7.82,82.3,229,27.98,0.686,34.89,26.53,24.17,20.41,14.8,True,Bay of Bengal
8.55,65.33,221,28.57,0.723,35.11,27.69,25.0,21.03,15.75,True,Wider Indian Ocean (buffer around India)
10.11,73.13,164,28.65,0.694,35.09,27.5,25.03,21.39,15.98,True,Arabian Sea
14.28,97.08,84,29.47,0.721,34.53,28.37,25.1,19.83,14.46,True,Bay of Bengal
14.34,91.98,354,28.33,0.741,34.54,26.92,23.85,20.26,14.96,True,Bay of Bengal
6.13,89.02,35,29.69,0.767,34.77,28.7,25.31,21.5,15.75,True,Bay of Bengal
21.54,45.14,99,29.55,0.733,34.68,28.6,26.13,22.43,17.04,True,Wider Indian Ocean (buffer around India)
11.14,72.33,354,28.75,0.776,35.12,27.65,24.93,20.59,14.64,True,Arabian Sea
11.64,72.47,178,28.75,0.681,35.19,27.48,24.76,20.86,15.38,True,Arabian Sea
10.65,75.37,196,28.54,0.747,35.18,27.79,24.89,21.24,16.23,True,Arabian Sea
15.84,60.01,178,28.27,0.755,35.12,27.34,24.56,20.25,14.72,True,Arabian Sea
20.43,89.88,220,27.32,0.66,35.0,26.38,23.78,19.79,14.14,True,Bay of Bengal
15.64,82.23,131,29.72,0.732,34.9,28.72,25.4,21.07,15.05,True,Bay of Bengal
-8.84,78.6,248,28.78,0.773,34.91,27.14,24.69,21.09,16.07,True,Wider Indian Ocean (buffer around India)
16.15,90.11,346,27.98,0.665,34.74,27.21,24.36,19.7,14.26,True,Bay of Bengal
23.2,55.27,169,27.37,0.634,34.96,26.34,23.38,19.19,13.49,True,Wider Indian Ocean (buffer around India)
18.15,70.75,318,27.12,0.708,35.24,26.06,23.22,19.4,14.07,True,Arabian Sea
14.5,89.86,253,27.2,0.74,34.9,26.64,24.03,20.12,14.63,True,Bay of Bengal
10.29,71.53,246,27.97,0.628,35.17,26.69,24.1,20.38,14.61,True,Arabian Sea
12.97,72.04,143,29.4,0.774,35.07,28.53,25.61,21.14,15.71,True,Arabian Sea
14.55,86.85,63,29.14,0.767,35.0,28.33,25.06,20.97,15.02,True,Bay of Bengal
19.28,87.5,180,28.24,0.697,34.97,27.14,24.37,20.47,14.72,True,Bay of Bengal
-9.39,55.23,248,29.53,0.688,34.74,28.38,25.72,21.5,15.94,True,Wider Indian Ocean (buffer around India)
13.41,94.31,8,28.79,0.753,34.86,27.91,25.26,20.89,15.59,True,Bay of Bengal
11.71,68.36,248,28.0,0.723,34.93,26.76,23.59,20.03,13.55,True,Wider Indian Ocean (buffer around India)
8.38,45.8,105,30.39,0.752,34.68,29.5,26.45,22.78,17.35,True,Wider Indian Ocean (buffer around India)
16.93,91.35,282,26.96,0.741,34.85,26.01,23.1,18.76,12.79,True,Bay of Bengal
16.76,94.99,18,29.2,0.729,34.71,28.08,24.9,20.4,14.73,True,Bay of Bengal
13.1,64.56,118,30.18,0.83,35.06,29.05,25.66,20.99,15.78,True,Wider Indian Ocean (buffer around India)
17.93,72.49,242,26.85,0.694,35.12,26.01,23.23,19.14,13.69,True,Arabian Sea
1.96,49.24,115,30.84,0.807,34.88,29.79,26.68,22.48,17.01,True,Wider Indian Ocean (buffer around India)
5.09,85.5,64,30.31,0.819,34.86,29.77,26.86,23.14,17.72,True,Bay of Bengal
15.65,73.0,25,28.75,0.689,35.24,27.93,25.41,21.39,16.11,True,Arabian Sea
15.34,74.51,307,27.19,0.688,35.12,26.18,23.24,19.47,14.21,True,Arabian Sea
20.09,68.35,194,28.15,0.748,35.27,27.26,24.37,19.94,14.51,True,Arabian Sea
8.09,76.86,47,29.72,0.77,35.09,28.63,25.99,21.64,16.14,True,Arabian Sea
19.25,63.75,111,29.08,0.753,35.01,27.96,24.9,20.69,14.6,True,Arabian Sea
13.0,63.99,78,29.87,0.797,35.2,29.04,26.08,22.29,16.75,True,Arabian Sea
22.54,64.1,256,26.57,0.646,35.01,25.73,23.3,19.46,13.95,True,Arabian Sea
18.89,72.23,340,27.47,0.675,35.08,26.67,23.51,19.26,14.09,True,Arabian Sea
-3.65,73.69,326,29.12,0.767,35.06,28.05,25.51,21.32,15.74,True,Wider Indian Ocean (buffer around India)
17.16,62.74,238,27.29,0.631,35.07,26.26,23.4,19.28,14.06,True,Arabian Sea
19.2,65.48,37,28.86,0.698,34.95,27.51,25.07,20.67,14.73,True,Arabian Sea
12.22,91.66,83,29.3,0.753,34.72,27.93,25.08,20.91,14.93,True,Bay of Bengal
12.36,73.33,227,27.87,0.638,35.31,26.78,23.65,19.62,13.79,True,Arabian Sea
15.18,83.99,72,29.56,0.796,34.84,28.83,26.3,21.79,16.55,True,Wider Indian Ocean (buffer around India)
24.79,59.56,265,25.96,0.669,34.87,24.97,22.13,18.38,13.06,True,Wider Indian Ocean (buffer around India)
19.9,85.26,214,27.32,0.703,34.99,26.77,24.44,20.31,14.82,True,Bay of Bengal
7.99,95.56,304,28.2,0.77,34.62,27.27,24.48,20.45,14.7,True,Wider Indian Ocean (buffer around India)
21.43,85.22,85,29.17,0.706,34.82,28.25,25.63,21.46,15.92,True,Bay of Bengal
18.09,73.99,237,26.93,0.672,35.15,25.54,22.38,18.83,12.73,True,Arabian Sea
-8.11,87.66,11,30.26,0.811,34.84,28.66,26.14,21.86,16.67,True,Wider Indian Ocean (buffer around India)
21.84,87.7,364,27.94,0.687,34.81,27.3,24.45,20.28,15.13,True,Bay of Bengal
12.35,90.76,32,29.36,0.725,34.96,28.4,25.01,20.43,15.35,True,Bay of Bengal
9.65,67.74,32,29.2,0.826,35.1,27.8,25.25,20.47,15.0,True,Arabian Sea
12.93,40.25,239,27.92,0.678,34.55,26.74,23.98,19.39,13.83,True,Wider Indian Ocean (buffer around India)
10.77,62.36,33,28.55,0.759,35.13,27.5,24.69,20.16,14.47,True,Arabian Sea
21.59,66.23,345,27.57,0.731,35.03,26.8,23.74,20.27,14.56,True,Arabian Sea
14.68,56.44,90,29.6,0.761,34.82,28.77,25.98,22.38,17.1,True,Wider Indian Ocean (buffer around India)
20.64,86.74,268,26.79,0.667,34.75,25.89,22.85,18.96,13.65,True,Bay of Bengal
7.63,82.72,112,30.48,0.799,34.93,29.2,26.87,22.58,16.78,True,Bay of Bengal
12.71,40.73,177,28.9,0.739,34.58,27.77,25.07,21.68,16.1,True,Wider Indian Ocean (buffer around India)
8.24,91.94,241,27.95,0.764,34.83,26.69,23.87,20.31,14.94,True,Bay of Bengal
0.03,99.13,38,30.2,0.702,34.52,28.7,25.66,22.3,17.13,True,Wider Indian Ocean (buffer around India)
17.01,93.07,144,29.09,0.751,34.79,28.19,25.35,21.81,16.35,True,Bay of Bengal
16.99,99.24,330,27.37,0.717,34.54,26.37,23.57,19.96,14.13,True,Bay of Bengal
15.07,61.38,326,27.71,0.625,34.96,26.92,24.47,20.56,14.85,True,Wider Indian Ocean (buffer around India)
-9.58,72.54,66,31.59,0.832,35.2,30.03,27.07,23.12,17.69,True,Wider Indian Ocean (buffer around India)
20.52,82.79,39,28.71,0.704,35.01,27.71,24.82,21.23,15.75,True,Bay of Bengal
12.9,95.46,358,28.08,0.739,34.7,27.17,23.48,19.39,14.21,True,Bay of Bengal
21.18,92.61,53,28.24,0.652,34.77,27.38,24.14,19.77,14.7,True,Bay of Bengal
7.31,86.54,143,29.86,0.732,34.88,28.68,25.94,21.52,15.76,True,Bay of Bengal
22.07,66.68,354,27.7,0.67,35.13,26.54,23.56,19.5,14.14,True,Arabian Sea
2.66,86.8,117,30.5,0.709,34.77,29.16,26.26,22.27,16.94,True,Wider Indian Ocean (buffer around India)
-8.64,74.12,133,31.32,0.831,35.09,30.03,27.24,23.59,17.99,True,Wider Indian Ocean (buffer around India)
18.33,84.11,23,28.06,0.634,35.1,27.13,23.38,19.14,13.4,True,Wider Indian Ocean (buffer around India)
16.08,72.75,172,28.79,0.782,35.2,27.89,25.25,20.56,14.36,True,Arabian Sea
14.59,65.68,357,28.07,0.737,35.31,26.98,24.04,19.56,13.7,True,Arabian Sea
17.25,65.45,32,28.87,0.812,35.13,27.92,24.73,20.06,14.52,True,Arabian Sea
8.4,70.13,358,28.66,0.758,35.25,27.7,24.57,19.96,14.18,True,Arabian Sea
14.71,69.41,249,26.9,0.723,35.23,25.72,22.88,18.9,13.13,True,Arabian Sea
16.78,97.85,156,29.17,0.704,34.51,28.31,25.37,21.25,15.55,True,Bay of Bengal
16.81,76.35,303,27.02,0.736,35.15,26.01,22.99,19.25,13.72,True,Wider Indian Ocean (buffer around India)
22.68,62.98,263,26.23,0.715,35.11,25.42,22.6,17.65,12.48,True,Arabian Sea
8.6,62.35,150,29.94,0.736,34.94,28.64,25.31,21.55,16.16,True,Arabian Sea
15.33,95.81,38,28.84,0.793,34.57,28.15,25.12,20.99,15.18,True,Bay of Bengal
14.87,84.89,175,28.32,0.743,34.91,27.33,24.59,20.76,15.0,True,Bay of Bengal
12.56,74.71,88,29.55,0.668,35.19,28.6,26.07,21.84,16.95,True,Arabian Sea
15.02,73.27,172,28.59,0.752,35.16,27.71,24.58,20.02,14.41,True,Arabian Sea
22.74,99.37,145,28.5,0.646,34.7,27.91,24.44,20.59,14.8,True,Wider Indian Ocean (buffer around India)
13.97,87.68,206,28.03,0.764,34.97,27.02,24.25,20.03,14.54,True,Bay of Bengal
11.07,62.33,330,28.11,0.725,35.13,27.22,24.78,20.68,14.7,True,Arabian Sea
8.14,99.4,183,28.91,0.727,34.66,28.14,25.23,21.11,16.16,True,Wider Indian Ocean (buffer around India)
13.57,83.58,163,29.11,0.81,34.98,27.89,24.39,19.51,13.73,True,Wider Indian Ocean (buffer around India)
14.16,68.42,258,26.99,0.724,35.31,26.13,22.93,18.43,12.77,True,Arabian Sea
9.96,65.4,195,28.75,0.759,35.24,28.05,25.3,21.37,16.38,True,Arabian Sea
17.46,93.84,69,29.47,0.782,34.73,28.5,25.68,21.79,16.17,True,Bay of Bengal
10.24,65.01,320,28.82,0.766,35.1,27.92,25.19,21.73,16.76,True,Arabian Sea
3.65,60.15,164,30.51,0.714,34.96,29.08,26.34,22.77,17.0,True,Wider Indian Ocean (buffer around India)
20.24,61.44,214,27.35,0.693,35.05,26.63,23.98,19.91,14.38,True,Arabian Sea
20.37,79.99,348,27.61,0.695,35.03,26.77,24.19,19.81,14.77,True,Wider Indian Ocean (buffer around India)
21.11,40.93,348,28.05,0.776,34.66,27.0,23.35,19.57,14.22,True,Wider Indian Ocean (buffer around India)
-5.99,70.2,177,29.33,0.747,35.16,28.04,25.42,21.32,16.01,True,Wider Indian Ocean (buffer around India)
15.59,73.0,341,27.69,0.688,35.22,26.38,23.27,19.73,14.74,True,Arabian Sea
16.08,85.6,146,29.26,0.74,34.84,27.77,24.39,20.12,14.22,True,Bay of Bengal
7.64,83.85,224,28.34,0.747,35.07,27.04,24.4,20.24,14.65,True,Bay of Bengal
17.69,92.88,20,28.3,0.742,34.63,27.29,24.17,20.28,14.25,True,Bay of Bengal
20.03,56.14,287,26.69,0.653,34.97,25.76,22.92,18.77,13.25,True,Wider Indian Ocean (buffer around India)
6.66,55.37,71,30.0,0.791,35.04,29.02,26.11,21.58,16.25,True,Wider Indian Ocean (buffer around India)
-0.19,93.15,209,28.78,0.731,34.57,27.29,24.54,20.98,15.5,True,Wider Indian Ocean (buffer around India)
18.45,48.7,268,26.97,0.687,34.77,26.44,23.66,20.34,14.36,True,Wider Indian Ocean (buffer around India)
11.44,99.07,290,27.76,0.674,34.71,26.67,24.16,19.77,14.1,True,Bay of Bengal
-6.37,76.44,80,31.3,0.85,35.06,29.8,26.69,22.42,17.02,True,Wider Indian Ocean (buffer around India)
13.48,82.11,295,27.31,0.658,35.21,26.29,23.83,19.59,13.96,True,Bay of Bengal
22.84,70.57,240,26.59,0.646,35.11,26.0,23.05,18.58,12.95,True,Arabian Sea
-5.76,64.92,65,31.65,0.808,35.11,30.54,28.24,24.58,19.65,True,Wider Indian Ocean (buffer around India)
8.79,66.7,90,29.96,0.762,35.29,29.18,26.33,22.53,16.67,True,Arabian Sea
0.85,95.31,249,28.45,0.658,34.44,27.27,24.01,20.39,14.8,True,Wider Indian Ocean (buffer around India)
5.44,98.45,114,30.66,0.78,34.76,29.38,26.96,23.18,17.66,True,Wider Indian Ocean (buffer around India)
-2.45,66.73,270,28.19,0.657,34.91,26.89,23.94,20.27,15.03,True,Wider Indian Ocean (buffer around India)
16.3,54.38,298,26.61,0.693,35.02,25.71,22.61,18.31,13.02,True,Wider Indian Ocean (buffer around India)
9.92,67.39,158,29.57,0.746,35.3,28.36,25.65,21.28,15.42,True,Arabian Sea
10.74,46.22,341,28.18,0.734,34.67,26.9,24.11,20.3,14.88,True,Wider Indian Ocean (buffer around India)
22.55,67.9,181,27.73,0.689,35.27,27.01,24.04,20.23,14.86,True,Arabian Sea
3.64,49.27,82,30.37,0.768,34.83,29.52,26.48,21.99,16.31,True,Wider Indian Ocean (buffer around India)
16.2,85.49,69,29.48,0.699,35.05,28.53,25.77,22.12,16.24,True,Bay of Bengal
14.69,72.66,57,28.92,0.718,35.18,27.86,25.11,21.77,16.77,True,Arabian Sea
2.81,90.58,36,30.05,0.765,34.95,28.89,26.14,21.89,16.49,True,Wider Indian Ocean (buffer around India)
10.89,61.63,342,28.5,0.701,35.1,27.34,24.71,20.04,14.34,True,Arabian Sea
5.87,50.71,207,28.82,0.719,34.87,27.85,24.69,20.75,14.57,True,Wider Indian Ocean (buffer around India)
5.86,86.41,10,29.49,0.698,34.85,28.33,24.95,20.57,15.2,True,Bay of Bengal
8.36,92.46,112,30.16,0.755,34.83,28.86,26.01,22.32,17.4,True,Bay of Bengal
7.67,94.94,223,28.14,0.724,34.58,26.93,24.24,20.04,13.86,True,Bay of Bengal
8.74,95.88,252,27.65,0.612,34.78,26.4,23.91,19.05,12.76,True,Bay of Bengal
21.65,71.2,214,26.84,0.729,35.28,25.72,23.16,18.55,13.42,True,Wider Indian Ocean (buffer around India)
0.38,96.62,189,29.48,0.759,34.88,28.02,24.79,20.74,15.55,True,Wider Indian Ocean (buffer around India)
6.63,84.45,155,29.09,0.747,35.09,27.75,24.77,21.19,15.55,True,Bay of Bengal
15.64,88.71,50,29.07,0.759,34.84,28.54,25.83,21.76,16.19,True,Bay of Bengal
-4.15,70.79,23,30.37,0.761,35.15,29.18,26.23,22.64,17.02,True,Wider Indian Ocean (buffer around India)
14.14,82.46,128,29.1,0.712,34.95,28.0,24.82,21.44,16.29,True,Bay of Bengal
22.8,64.14,333,26.99,0.678,35.05,26.37,23.65,19.75,14.55,True,Arabian Sea
13.93,89.33,3,28.45,0.696,34.84,27.71,25.04,20.66,15.06,True,Bay of Bengal
8.13,83.38,179,29.47,0.709,34.69,28.24,24.84,20.49,14.62,True,Bay of Bengal
-8.35,78.26,287,28.74,0.668,34.9,26.99,23.91,20.07,14.68,True,Wider Indian Ocean (buffer around India)
11.85,86.18,200,27.44,0.666,35.0,26.48,23.62,18.59,12.98,True,Bay of Bengal
12.94,46.18,161,29.02,0.7,34.8,28.28,25.38,21.53,15.82,True,Wider Indian Ocean (buffer around India)
11.62,87.96,309,27.56,0.748,34.95,26.25,23.62,19.48,14.0,True,Bay of Bengal
13.06,64.38,334,27.79,0.62,35.07,26.92,23.67,18.84,13.15,True,Arabian Sea
19.92,92.58,75,28.85,0.761,34.55,27.93,24.65,20.28,14.61,True,Bay of Bengal
16.07,65.43,321,27.47,0.728,35.25,26.45,23.64,19.9,14.67,True,Arabian Sea
8.87,51.54,164,29.09,0.659,34.62,27.67,24.44,20.79,15.04,True,Wider Indian Ocean (buffer around India)
15.87,68.34,132,29.43,0.778,35.2,28.54,26.17,22.3,16.72,True,Arabian Sea
16.23,81.22,128,29.09,0.674,34.93,28.14,24.87,21.06,15.81,True,Bay of Bengal
15.48,72.89,123,29.29,0.852,35.24,28.52,25.76,21.94,16.22,True,Arabian Sea
23.76,81.82,48,28.46,0.748,34.99,27.68,24.59,20.05,14.94,True,Wider Indian Ocean (buffer around India)
9.95,68.62,193,28.71,0.658,35.18,27.92,25.06,21.7,16.42,True,Arabian Sea
21.11,50.2,349,27.31,0.733,34.81,26.42,23.39,19.84,13.86,True,Wider Indian Ocean (buffer around India)
12.83,85.83,166,28.84,0.712,34.96,28.26,25.56,21.04,15.32,True,Wider Indian Ocean (buffer around India)
10.24,70.04,174,28.9,0.746,35.3,28.05,25.25,21.03,15.32,True,Arabian Sea
12.53,94.69,265,27.51,0.691,34.72,26.58,23.79,19.06,13.48,True,Wider Indian Ocean (buffer around India)
19.5,75.5,52,28.85,0.774,35.02,28.05,24.74,20.61,14.93,True,Wider Indian Ocean (buffer around India)
9.4,62.14,14,29.37,0.734,34.97,28.49,25.26,20.93,15.42,True,Arabian Sea
19.2,82.45,77,28.83,0.76,35.03,27.78,25.82,21.32,15.68,True,Bay of Bengal
9.98,86.08,345,28.15,0.619,35.01,27.32,24.4,20.22,14.65,True,Bay of Bengal
11.73,90.53,126,29.87,0.801,34.82,28.45,25.55,21.49,16.13,True,Bay of Bengal
-2.38,99.03,113,31.01,0.792,34.63,29.25,26.99,22.68,17.32,True,Wider Indian Ocean (buffer around India)
9.74,92.04,72,30.22,0.726,34.83,28.97,26.03,21.7,16.1,True,Bay of Bengal
6.44,99.82,167,29.1,0.706,34.67,27.75,25.09,20.34,14.67,True,Bay of Bengal
19.36,99.58,220,27.43,0.656,34.5,26.49,23.63,19.08,13.84,True,Bay of Bengal
